Airplane;Date;Dep-Code;Departure;Way;Des-Code;Dep-Time;Arr-Time;Day;Duration;Price;PriceEx;Date-of-bought;Stop
THY;2.06.2022;YEI;Bursa;MSR-ESB;DLM;14:40;21:15;Aynı Gün;6s 35d;1.099;66;16.02.2022;3
THY;2.06.2022;YEI;Bursa;MSR;IST;14:40;19:25;Aynı Gün;4s 45d;1.152;65;16.02.2022;2
THY;2.06.2022;YEI;Bursa;MSR-IST;KYA;14:40;23:15;Aynı Gün;8s 35d;1.192;64;16.02.2022;3
THY;2.06.2022;YEI;Bursa;MSR-ESB;ADB;14:40;21:20;Aynı Gün;6s 40d;1.099;66;16.02.2022;3
THY;2.06.2022;YEI;Bursa;MSR-IST;TZX;14:40;00:35;Sonraki gün;9s 55d;1.192;64;16.02.2022;3
THY;2.06.2022;YEI;Bursa;MSR-IST;NAV;14:40;07:55;Sonraki gün;17s 15d;1.192;64;16.02.2022;3
THY;2.07.2022;YEI;Bursa;ERZ-IST;AYT;15:00;22:40;Aynı Gün;7s 40d;1.196;6;16.02.2022;3
THY;2.07.2022;YEI;Bursa;ERZ-IST;GZT;15:00;00:30;Sonraki gün;9s 30d;1.196;6;16.02.2022;3
THY;2.07.2022;YEI;Bursa;ERZ-IST;DLM;15:00;23:05;Aynı Gün;8s 5d;1.196;6;16.02.2022;3
THY;2.07.2022;YEI;Bursa;ERZ;IST;15:00;20:30;Aynı Gün;5s 30d;1.156;7;16.02.2022;2
THY;2.07.2022;YEI;Bursa;ERZ-IST;KYA;15:00;23:15;Aynı Gün;8s 15d;1.196;6;16.02.2022;3
THY;2.07.2022;YEI;Bursa;ERZ-IST;ADB;15:00;23:05;Aynı Gün;8s 5d;1.196;6;16.02.2022;3
THY;2.07.2022;YEI;Bursa;Direkt;TZX;19:40;21:10;Aynı Gün;1s 30d;606;99;16.02.2022;1
THY;2.07.2022;YEI;Bursa;ERZ-IST;NAV;15:00;07:55;Sonraki gün;16s 55d;1.196;6;16.02.2022;3
THY;2.08.2022;YEI;Bursa;MSR-ESB;AYT;11:45;21:20;Aynı Gün;9s 35d;1.099;66;16.02.2022;3
THY;2.08.2022;YEI;Bursa;MSR-ESB;GZT;11:45;21:15;Aynı Gün;9s 30d;1.099;66;16.02.2022;3
THY;2.08.2022;YEI;Bursa;MSR-ESB;DLM;11:45;21:15;Aynı Gün;9s 30d;1.099;66;16.02.2022;3
THY;2.08.2022;YEI;Bursa;MSR;IST;11:45;19:25;Aynı Gün;7s 40d;1.152;65;16.02.2022;2
THY;2.08.2022;YEI;Bursa;MSR-IST;KYA;11:45;23:15;Aynı Gün;11s 30d;1.192;64;16.02.2022;3
THY;2.08.2022;YEI;Bursa;MSR-ESB;ADB;11:45;17:30;Aynı Gün;5s 45d;1.099;66;16.02.2022;3
THY;2.08.2022;YEI;Bursa;MSR-ESB;TZX;11:45;20:30;Aynı Gün;8s 45d;1.099;66;16.02.2022;3
THY;2.08.2022;YEI;Bursa;MSR-IST;NAV;11:45;07:55;Sonraki gün;20s 10d;1.192;64;16.02.2022;3
THY;15.06.2022;KCM;Kahramanmaraş;IST;AYT;11:10;15:25;Aynı Gün;4s 15d;939;81;16.02.2022;2
THY;15.06.2022;KCM;Kahramanmaraş;IST;GZT;11:10;17:15;Aynı Gün;6s 5d;976;98;16.02.2022;2
THY;15.06.2022;KCM;Kahramanmaraş;IST;DLM;11:10;15:10;Aynı Gün;4s;1.159;81;16.02.2022;2
THY;15.06.2022;KCM;Kahramanmaraş;Direkt;IST;11:10;12:50;Aynı Gün;1s 40d;509;99;16.02.2022;1
THY;15.06.2022;KCM;Kahramanmaraş;IST;KYA;11:10;19:50;Aynı Gün;8s 40d;1.159;81;16.02.2022;2
THY;15.06.2022;KCM;Kahramanmaraş;IST;ADB;11:10;15:05;Aynı Gün;3s 55d;939;81;16.02.2022;2
THY;15.06.2022;KCM;Kahramanmaraş;IST;TZX;11:10;15:30;Aynı Gün;4s 20d;1.159;81;16.02.2022;2
THY;15.06.2022;KCM;Kahramanmaraş;IST;NAV;11:10;20:00;Aynı Gün;8s 50d;1.159;81;16.02.2022;2
THY;15.07.2022;KCM;Kahramanmaraş;IST;AYT;11:10;15:25;Aynı Gün;4s 15d;1.159;81;16.02.2022;2
THY;15.07.2022;KCM;Kahramanmaraş;IST;GZT;11:10;17:15;Aynı Gün;6s 5d;1.106;98;16.02.2022;2
THY;15.07.2022;KCM;Kahramanmaraş;IST;DLM;11:10;15:10;Aynı Gün;4s;1.159;81;16.02.2022;2
THY;15.07.2022;KCM;Kahramanmaraş;Direkt;IST;11:10;12:50;Aynı Gün;1s 40d;606;99;16.02.2022;1
THY;15.07.2022;KCM;Kahramanmaraş;IST SAW;KYA;11:10;19:35;Aynı Gün;8s 25d;1.182;82;16.02.2022;25
THY;15.07.2022;KCM;Kahramanmaraş;IST;ADB;11:10;15:05;Aynı Gün;3s 55d;1.159;81;16.02.2022;2
THY;15.07.2022;KCM;Kahramanmaraş;IST;TZX;11:10;15:30;Aynı Gün;4s 20d;1.159;81;16.02.2022;2
THY;15.07.2022;KCM;Kahramanmaraş;IST;NAV;11:10;20:00;Aynı Gün;8s 50d;1.159;81;16.02.2022;2
THY;15.08.2022;KCM;Kahramanmaraş;IST;AYT;11:10;15:25;Aynı Gün;4s 15d;1.159;81;16.02.2022;2
THY;15.08.2022;KCM;Kahramanmaraş;IST;GZT;11:10;17:15;Aynı Gün;6s 5d;1.073;98;16.02.2022;2
THY;15.08.2022;KCM;Kahramanmaraş;IST;DLM;11:10;15:10;Aynı Gün;4s;1.159;81;16.02.2022;2
THY;15.08.2022;KCM;Kahramanmaraş;Direkt;IST;11:10;12:50;Aynı Gün;1s 40d;606;99;16.02.2022;1
THY;15.08.2022;KCM;Kahramanmaraş;IST;KYA;11:10;19:50;Aynı Gün;8s 40d;1.159;81;16.02.2022;2
THY;15.08.2022;KCM;Kahramanmaraş;IST;ADB;11:10;15:05;Aynı Gün;3s 55d;1.159;81;16.02.2022;2
THY;15.08.2022;KCM;Kahramanmaraş;IST;TZX;11:10;15:30;Aynı Gün;4s 20d;1.159;81;16.02.2022;2
THY;15.08.2022;KCM;Kahramanmaraş;IST;NAV;11:10;20:00;Aynı Gün;8s 50d;1.159;81;16.02.2022;2
THY;8.06.2022;DIY;Diyarbakır;IST;AYT;08:25;12:35;Aynı Gün;4s 10d;1.163;23;16.02.2022;2
THY;8.06.2022;DIY;Diyarbakır;IST;GZT;08:25;14:00;Aynı Gün;5s 35d;1.163;23;16.02.2022;2
THY;8.06.2022;DIY;Diyarbakır;IST;DLM;08:25;13:10;Aynı Gün;4s 45d;1.163;23;16.02.2022;2
THY;8.06.2022;DIY;Diyarbakır;Direkt;IST;08:25;10:25;Aynı Gün;2s;606;99;16.02.2022;1
THY;8.06.2022;DIY;Diyarbakır;IST;KYA;11:30;19:50;Aynı Gün;8s 20d;1.163;23;16.02.2022;2
THY;8.06.2022;DIY;Diyarbakır;IST;TZX;08:25;13:55;Aynı Gün;5s 30d;1.163;23;16.02.2022;2
THY;8.06.2022;DIY;Diyarbakır;IST;ADB;08:25;14:05;Aynı Gün;5s 40d;1.163;23;16.02.2022;2
THY;8.06.2022;DIY;Diyarbakır;IST;NAV;08:25;14:30;Aynı Gün;6s 5d;1.163;23;16.02.2022;2
THY;8.07.2022;DIY;Diyarbakır;IST;AYT;08:25;12:35;Aynı Gün;4s 10d;1.163;23;16.02.2022;2
THY;8.07.2022;DIY;Diyarbakır;Direkt;IST;08:25;10:25;Aynı Gün;2s;606;99;16.02.2022;1
THY;8.07.2022;DIY;Diyarbakır;IST;GZT;08:25;14:00;Aynı Gün;5s 35d;1.163;23;16.02.2022;2
THY;8.07.2022;DIY;Diyarbakır;IST;DLM;08:25;13:10;Aynı Gün;4s 45d;1.163;23;16.02.2022;2
THY;8.07.2022;DIY;Diyarbakır;SAW;KYA;09:35;19:35;Aynı Gün;10s;1.070;25;16.02.2022;2
THY;8.07.2022;DIY;Diyarbakır;IST;ADB;08:25;14:05;Aynı Gün;5s 40d;1.163;23;16.02.2022;2
THY;8.07.2022;DIY;Diyarbakır;IST;TZX;08:25;13:55;Aynı Gün;5s 30d;1.163;23;16.02.2022;2
THY;8.07.2022;DIY;Diyarbakır;IST;NAV;08:25;14:30;Aynı Gün;6s 5d;1.163;23;16.02.2022;2
THY;8.08.2022;DIY;Diyarbakır;IST;AYT;08:25;12:35;Aynı Gün;4s 10d;1.163;23;16.02.2022;2
THY;8.08.2022;DIY;Diyarbakır;IST;GZT;08:25;14:00;Aynı Gün;5s 35d;1.163;23;16.02.2022;2
THY;8.08.2022;DIY;Diyarbakır;IST;DLM;08:25;13:10;Aynı Gün;4s 45d;1.163;23;16.02.2022;2
THY;8.08.2022;DIY;Diyarbakır;Direkt;IST;08:25;10:25;Aynı Gün;2s;606;99;16.02.2022;1
THY;8.08.2022;DIY;Diyarbakır;IST;KYA;11:30;19:50;Aynı Gün;8s 20d;1.163;23;16.02.2022;2
THY;8.08.2022;DIY;Diyarbakır;IST;ADB;08:25;14:05;Aynı Gün;5s 40d;1.163;23;16.02.2022;2
THY;8.08.2022;DIY;Diyarbakır;IST;TZX;08:25;13:55;Aynı Gün;5s 30d;1.163;23;16.02.2022;2
THY;8.08.2022;DIY;Diyarbakır;IST;NAV;08:25;14:30;Aynı Gün;6s 5d;1.163;23;16.02.2022;2
THY;26.06.2022;ERZ;Erzurum;IST;AYT;08:55;13:40;Aynı Gün;4s 45d;1.003;23;16.02.2022;2
THY;26.06.2022;ERZ;Erzurum;IST;GZT;08:55;14:00;Aynı Gün;5s 5d;1.003;23;16.02.2022;2
THY;26.06.2022;ERZ;Erzurum;IST;DLM;08:55;13:10;Aynı Gün;4s 15d;1.163;23;16.02.2022;2
THY;26.06.2022;ERZ;Erzurum;Direkt;IST;08:55;11:00;Aynı Gün;2s 5d;540;49;16.02.2022;1
THY;26.06.2022;ERZ;Erzurum;IST;KYA;18:30;23:15;Aynı Gün;4s 45d;1.163;23;16.02.2022;2
THY;26.06.2022;ERZ;Erzurum;IST;ADB;08:55;14:05;Aynı Gün;5s 10d;1.003;23;16.02.2022;2
THY;26.06.2022;ERZ;Erzurum;IST;TZX;08:55;13:55;Aynı Gün;5s;1.163;23;16.02.2022;2
THY;26.06.2022;ERZ;Erzurum;IST;NAV;08:55;14:30;Aynı Gün;5s 35d;1.163;23;16.02.2022;2
THY;26.07.2022;ERZ;Erzurum;IST;AYT;08:55;13:40;Aynı Gün;4s 45d;1.163;23;16.02.2022;2
THY;26.07.2022;ERZ;Erzurum;IST;GZT;08:55;14:00;Aynı Gün;5s 5d;1.163;23;16.02.2022;2
THY;26.07.2022;ERZ;Erzurum;IST;DLM;08:55;13:10;Aynı Gün;4s 15d;1.163;23;16.02.2022;2
THY;26.07.2022;ERZ;Erzurum;Direkt;IST;08:55;11:00;Aynı Gün;2s 5d;606;99;16.02.2022;1
THY;26.07.2022;ERZ;Erzurum;IST;KYA;08:55;19:50;Aynı Gün;10s 55d;1.163;23;16.02.2022;2
THY;26.07.2022;ERZ;Erzurum;IST;ADB;08:55;14:05;Aynı Gün;5s 10d;1.163;23;16.02.2022;2
THY;26.07.2022;ERZ;Erzurum;IST;TZX;08:55;13:55;Aynı Gün;5s;1.163;23;16.02.2022;2
THY;26.07.2022;ERZ;Erzurum;IST;NAV;08:55;14:30;Aynı Gün;5s 35d;1.163;23;16.02.2022;2
THY;26.08.2022;ERZ;Erzurum;IST;AYT;08:55;13:40;Aynı Gün;4s 45d;1.163;23;16.02.2022;2
THY;26.08.2022;ERZ;Erzurum;IST;GZT;08:55;14:00;Aynı Gün;5s 5d;1.163;23;16.02.2022;2
THY;26.08.2022;ERZ;Erzurum;IST;DLM;08:55;13:10;Aynı Gün;4s 15d;1.163;23;16.02.2022;2
THY;26.08.2022;ERZ;Erzurum;Direkt;IST;08:55;11:00;Aynı Gün;2s 5d;606;99;16.02.2022;1
THY;26.08.2022;ERZ;Erzurum;IST;KYA;14:50;19:50;Aynı Gün;5s;1.163;23;16.02.2022;2
THY;26.08.2022;ERZ;Erzurum;IST;ADB;08:55;14:05;Aynı Gün;5s 10d;1.163;23;16.02.2022;2
THY;26.08.2022;ERZ;Erzurum;IST;TZX;08:55;13:55;Aynı Gün;5s;1.163;23;16.02.2022;2
THY;26.08.2022;ERZ;Erzurum;IST;NAV;08:55;14:30;Aynı Gün;5s 35d;1.163;23;16.02.2022;2
THY;11.06.2022;ASR;Kayseri;IST;AYT;04:05;09:50;Aynı Gün;5s 45d;883;23;16.02.2022;2
THY;11.06.2022;ASR;Kayseri;IST;GZT;04:05;08:15;Aynı Gün;4s 10d;1.083;23;16.02.2022;2
THY;11.06.2022;ASR;Kayseri;IST;DLM;04:05;08:00;Aynı Gün;3s 55d;1.163;23;16.02.2022;2
THY;11.06.2022;ASR;Kayseri;Direkt;IST;04:05;05:40;Aynı Gün;1s 35d;471;49;16.02.2022;1
THY;11.06.2022;ASR;Kayseri;IST;KYA;04:05;07:40;Aynı Gün;3s 35d;883;23;16.02.2022;2
THY;11.06.2022;ASR;Kayseri;IST;ADB;04:05;08:05;Aynı Gün;4s;883;23;16.02.2022;2
THY;11.06.2022;ASR;Kayseri;IST;TZX;04:05;08:40;Aynı Gün;4s 35d;1.083;23;16.02.2022;2
THY;11.06.2022;ASR;Kayseri;IST;NAV;04:05;07:55;Aynı Gün;3s 50d;969;48;16.02.2022;2
THY;11.07.2022;ASR;Kayseri;IST;AYT;04:05;09:50;Aynı Gün;5s 45d;1.163;23;16.02.2022;2
THY;11.07.2022;ASR;Kayseri;IST;GZT;04:05;08:15;Aynı Gün;4s 10d;1.163;23;16.02.2022;2
THY;11.07.2022;ASR;Kayseri;IST;DLM;04:05;08:00;Aynı Gün;3s 55d;1.163;23;16.02.2022;2
THY;11.07.2022;ASR;Kayseri;Direkt;IST;04:05;05:40;Aynı Gün;1s 35d;606;99;16.02.2022;1
THY;11.07.2022;ASR;Kayseri;IST;KYA;04:05;07:40;Aynı Gün;3s 35d;1.163;23;16.02.2022;2
THY;11.07.2022;ASR;Kayseri;IST;ADB;04:05;08:05;Aynı Gün;4s;1.163;23;16.02.2022;2
THY;11.07.2022;ASR;Kayseri;IST;TZX;04:05;08:40;Aynı Gün;4s 35d;1.163;23;16.02.2022;2
THY;11.07.2022;ASR;Kayseri;IST;NAV;04:05;07:55;Aynı Gün;3s 50d;1.203;98;16.02.2022;2
THY;11.08.2022;ASR;Kayseri;IST;AYT;04:05;09:50;Aynı Gün;5s 45d;1.163;23;16.02.2022;2
THY;11.08.2022;ASR;Kayseri;IST;GZT;04:05;08:15;Aynı Gün;4s 10d;1.163;23;16.02.2022;2
THY;11.08.2022;ASR;Kayseri;IST;DLM;04:05;08:00;Aynı Gün;3s 55d;1.163;23;16.02.2022;2
THY;11.08.2022;ASR;Kayseri;Direkt;IST;04:05;05:40;Aynı Gün;1s 35d;606;99;16.02.2022;1
THY;11.08.2022;ASR;Kayseri;IST;KYA;04:05;07:40;Aynı Gün;3s 35d;1.163;23;16.02.2022;2
THY;11.08.2022;ASR;Kayseri;IST;ADB;04:05;08:05;Aynı Gün;4s;1.163;23;16.02.2022;2
THY;11.08.2022;ASR;Kayseri;IST;TZX;04:05;08:40;Aynı Gün;4s 35d;1.163;23;16.02.2022;2
THY;11.08.2022;ASR;Kayseri;IST;NAV;04:05;07:55;Aynı Gün;3s 50d;1.136;98;16.02.2022;2
THY;4.06.2022;GNY;Şanlıurfa;IST;AYT;09:15;13:40;Aynı Gün;4s 25d;879;81;16.02.2022;2
THY;4.06.2022;GNY;Şanlıurfa;IST;GZT;09:15;14:00;Aynı Gün;4s 45d;998;98;16.02.2022;2
THY;4.06.2022;GNY;Şanlıurfa;IST;DLM;09:15;13:10;Aynı Gün;3s 55d;1.159;81;16.02.2022;2
THY;4.06.2022;GNY;Şanlıurfa;Direkt;IST;09:15;11:10;Aynı Gün;1s 55d;440;99;16.02.2022;1
THY;4.06.2022;GNY;Şanlıurfa;IST;KYA;16:15;23:15;Aynı Gün;7s;1.159;81;16.02.2022;2
THY;4.06.2022;GNY;Şanlıurfa;IST;ADB;09:15;14:05;Aynı Gün;4s 50d;799;81;16.02.2022;2
THY;4.06.2022;GNY;Şanlıurfa;IST;TZX;09:15;13:55;Aynı Gün;4s 40d;999;81;16.02.2022;2
THY;4.06.2022;GNY;Şanlıurfa;IST;NAV;09:15;14:30;Aynı Gün;5s 15d;999;81;16.02.2022;2
THY;4.07.2022;GNY;Şanlıurfa;IST;AYT;09:15;13:40;Aynı Gün;4s 25d;879;81;16.02.2022;2
THY;4.07.2022;GNY;Şanlıurfa;IST;GZT;09:15;14:00;Aynı Gün;4s 45d;937;98;16.02.2022;2
THY;4.07.2022;GNY;Şanlıurfa;Direkt;IST;09:15;11:10;Aynı Gün;1s 55d;470;99;16.02.2022;1
THY;4.07.2022;GNY;Şanlıurfa;IST;DLM;09:15;13:10;Aynı Gün;3s 55d;1.159;81;16.02.2022;2
THY;4.07.2022;GNY;Şanlıurfa;IST;KYA;16:15;23:15;Aynı Gün;7s;1.159;81;16.02.2022;2
THY;4.07.2022;GNY;Şanlıurfa;IST;ADB;09:15;14:05;Aynı Gün;4s 50d;879;81;16.02.2022;2
THY;4.07.2022;GNY;Şanlıurfa;IST;TZX;09:15;13:55;Aynı Gün;4s 40d;1.159;81;16.02.2022;2
THY;4.07.2022;GNY;Şanlıurfa;IST;NAV;09:15;14:30;Aynı Gün;5s 15d;1.159;81;16.02.2022;2
THY;4.08.2022;GNY;Şanlıurfa;IST;AYT;09:15;13:40;Aynı Gün;4s 25d;879;81;16.02.2022;2
THY;4.08.2022;GNY;Şanlıurfa;IST;GZT;09:15;14:00;Aynı Gün;4s 45d;907;98;16.02.2022;2
THY;4.08.2022;GNY;Şanlıurfa;IST;DLM;09:15;13:10;Aynı Gün;3s 55d;1.159;81;16.02.2022;2
THY;4.08.2022;GNY;Şanlıurfa;Direkt;IST;09:15;11:10;Aynı Gün;1s 55d;440;99;16.02.2022;1
THY;4.08.2022;GNY;Şanlıurfa;IST;KYA;16:15;23:15;Aynı Gün;7s;1.159;81;16.02.2022;2
THY;4.08.2022;GNY;Şanlıurfa;IST;ADB;09:15;14:05;Aynı Gün;4s 50d;799;81;16.02.2022;2
THY;4.08.2022;GNY;Şanlıurfa;IST;TZX;09:15;13:55;Aynı Gün;4s 40d;1.079;81;16.02.2022;2
THY;4.08.2022;GNY;Şanlıurfa;IST;NAV;09:15;14:30;Aynı Gün;5s 15d;1.159;81;16.02.2022;2
THY;13.06.2022;SZF;Samsun;IST;AYT;04:15;09:50;Aynı Gün;5s 35d;883;23;16.02.2022;2
THY;13.06.2022;SZF;Samsun;IST;GZT;04:15;08:15;Aynı Gün;4s;883;23;16.02.2022;2
THY;13.06.2022;SZF;Samsun;IST;DLM;04:15;08:00;Aynı Gün;3s 45d;803;23;16.02.2022;2
THY;13.06.2022;SZF;Samsun;Direkt;IST;04:15;05:45;Aynı Gün;1s 30d;411;49;16.02.2022;1
THY;13.06.2022;SZF;Samsun;IST;KYA;04:15;07:40;Aynı Gün;3s 25d;763;23;16.02.2022;2
THY;13.06.2022;SZF;Samsun;IST;ADB;04:15;08:05;Aynı Gün;3s 50d;763;23;16.02.2022;2
THY;13.06.2022;SZF;Samsun;IST;TZX;04:15;08:40;Aynı Gün;4s 25d;1.163;23;16.02.2022;2
THY;13.06.2022;SZF;Samsun;IST;NAV;04:15;07:55;Aynı Gün;3s 40d;943;23;16.02.2022;2
THY;13.07.2022;SZF;Samsun;IST;AYT;04:15;09:50;Aynı Gün;5s 35d;1.163;23;16.02.2022;2
THY;13.07.2022;SZF;Samsun;IST;GZT;04:15;08:15;Aynı Gün;4s;1.163;23;16.02.2022;2
THY;13.07.2022;SZF;Samsun;IST;DLM;04:15;08:00;Aynı Gün;3s 45d;1.163;23;16.02.2022;2
THY;13.07.2022;SZF;Samsun;Direkt;IST;04:15;05:45;Aynı Gün;1s 30d;606;99;16.02.2022;1
THY;13.07.2022;SZF;Samsun;IST;KYA;04:15;07:40;Aynı Gün;3s 25d;1.163;23;16.02.2022;2
THY;13.07.2022;SZF;Samsun;IST;ADB;04:15;08:05;Aynı Gün;3s 50d;1.163;23;16.02.2022;2
THY;13.07.2022;SZF;Samsun;IST;TZX;04:15;08:40;Aynı Gün;4s 25d;1.163;23;16.02.2022;2
THY;13.07.2022;SZF;Samsun;IST;NAV;04:15;07:55;Aynı Gün;3s 40d;1.163;23;16.02.2022;2
THY;13.08.2022;SZF;Samsun;IST;AYT;04:15;09:50;Aynı Gün;5s 35d;883;23;16.02.2022;2
THY;13.08.2022;SZF;Samsun;IST;GZT;04:15;08:15;Aynı Gün;4s;1.083;23;16.02.2022;2
THY;13.08.2022;SZF;Samsun;IST;DLM;04:15;08:00;Aynı Gün;3s 45d;1.163;23;16.02.2022;2
THY;13.08.2022;SZF;Samsun;Direkt;IST;04:15;05:45;Aynı Gün;1s 30d;441;49;16.02.2022;1
THY;13.08.2022;SZF;Samsun;IST;KYA;04:15;07:40;Aynı Gün;3s 25d;883;23;16.02.2022;2
THY;13.08.2022;SZF;Samsun;IST;ADB;04:15;08:05;Aynı Gün;3s 50d;803;23;16.02.2022;2
THY;13.08.2022;SZF;Samsun;IST;TZX;04:15;08:40;Aynı Gün;4s 25d;1.083;23;16.02.2022;2
THY;13.08.2022;SZF;Samsun;IST;NAV;04:15;07:55;Aynı Gün;3s 40d;1.003;23;16.02.2022;2
THY;25.06.2022;OGU;Ordu-Giresun;IST;AYT;03:50;09:50;Aynı Gün;6s;1.159;81;16.02.2022;2
THY;25.06.2022;OGU;Ordu-Giresun;IST;GZT;03:50;08:15;Aynı Gün;4s 25d;1.159;81;16.02.2022;2
THY;25.06.2022;OGU;Ordu-Giresun;IST;DLM;03:50;08:00;Aynı Gün;4s 10d;1.159;81;16.02.2022;2
THY;25.06.2022;OGU;Ordu-Giresun;Direkt;IST;03:50;05:35;Aynı Gün;1s 45d;606;99;16.02.2022;1
THY;25.06.2022;OGU;Ordu-Giresun;IST;KYA;03:50;07:40;Aynı Gün;3s 50d;1.159;81;16.02.2022;2
THY;25.06.2022;OGU;Ordu-Giresun;IST;ADB;03:50;08:05;Aynı Gün;4s 15d;1.159;81;16.02.2022;2
THY;25.06.2022;OGU;Ordu-Giresun;IST;TZX;03:50;08:40;Aynı Gün;4s 50d;1.203;98;16.02.2022;2
THY;25.06.2022;OGU;Ordu-Giresun;IST;NAV;03:50;07:55;Aynı Gün;4s 5d;1.159;81;16.02.2022;2
THY;25.07.2022;OGU;Ordu-Giresun;IST;AYT;03:50;09:50;Aynı Gün;6s;1.159;81;16.02.2022;2
THY;25.07.2022;OGU;Ordu-Giresun;IST;GZT;03:50;08:15;Aynı Gün;4s 25d;1.159;81;16.02.2022;2
THY;25.07.2022;OGU;Ordu-Giresun;IST;DLM;03:50;08:00;Aynı Gün;4s 10d;1.159;81;16.02.2022;2
THY;25.07.2022;OGU;Ordu-Giresun;Direkt;IST;03:50;05:35;Aynı Gün;1s 45d;606;99;16.02.2022;1
THY;25.07.2022;OGU;Ordu-Giresun;IST;KYA;03:50;07:40;Aynı Gün;3s 50d;1.159;81;16.02.2022;2
THY;25.07.2022;OGU;Ordu-Giresun;IST;ADB;03:50;08:05;Aynı Gün;4s 15d;1.159;81;16.02.2022;2
THY;25.07.2022;OGU;Ordu-Giresun;IST;TZX;03:50;08:40;Aynı Gün;4s 50d;1.166;98;16.02.2022;2
THY;25.07.2022;OGU;Ordu-Giresun;IST;NAV;03:50;07:55;Aynı Gün;4s 5d;1.159;81;16.02.2022;2
THY;25.08.2022;OGU;Ordu-Giresun;IST;AYT;03:50;09:50;Aynı Gün;6s;1.159;81;16.02.2022;2
THY;25.08.2022;OGU;Ordu-Giresun;IST;GZT;03:50;08:15;Aynı Gün;4s 25d;1.159;81;16.02.2022;2
THY;25.08.2022;OGU;Ordu-Giresun;IST;DLM;03:50;08:00;Aynı Gün;4s 10d;1.159;81;16.02.2022;2
THY;25.08.2022;OGU;Ordu-Giresun;Direkt;IST;03:50;05:35;Aynı Gün;1s 45d;606;99;16.02.2022;1
THY;25.08.2022;OGU;Ordu-Giresun;IST;KYA;03:50;07:40;Aynı Gün;3s 50d;1.159;81;16.02.2022;2
THY;25.08.2022;OGU;Ordu-Giresun;Direkt;ADB;12:25;14:20;Aynı Gün;1s 55d;606;99;16.02.2022;1
THY;25.08.2022;OGU;Ordu-Giresun;IST;TZX;03:50;08:40;Aynı Gün;4s 50d;1.136;98;16.02.2022;2
THY;25.08.2022;OGU;Ordu-Giresun;IST;NAV;03:50;07:55;Aynı Gün;4s 5d;1.159;81;16.02.2022;2
THY;5.06.2022;KSY;Kars;IST;AYT;11:15;16:55;Aynı Gün;5s 40d;1.159;81;16.02.2022;2
THY;5.06.2022;KSY;Kars;IST;GZT;11:15;17:15;Aynı Gün;6s;1.159;81;16.02.2022;2
THY;5.06.2022;KSY;Kars;IST;DLM;11:15;17:30;Aynı Gün;6s 15d;1.159;81;16.02.2022;2
THY;5.06.2022;KSY;Kars;Direkt;IST;11:15;13:30;Aynı Gün;2s 15d;606;99;16.02.2022;1
THY;5.06.2022;KSY;Kars;IST;KYA;11:15;19:50;Aynı Gün;8s 35d;1.159;81;16.02.2022;2
THY;5.06.2022;KSY;Kars;IST;ADB;11:15;16:05;Aynı Gün;4s 50d;1.159;81;16.02.2022;2
THY;5.06.2022;KSY;Kars;IST;TZX;11:15;17:35;Aynı Gün;6s 20d;1.159;81;16.02.2022;2
THY;5.06.2022;KSY;Kars;IST;NAV;11:15;20:00;Aynı Gün;8s 45d;1.159;81;16.02.2022;2
THY;5.07.2022;KSY;Kars;ESB;AYT;14:15;21:20;Aynı Gün;7s 5d;1.066;83;16.02.2022;2
THY;5.07.2022;KSY;Kars;ESB;GZT;14:15;21:15;Aynı Gün;7s;1.066;83;16.02.2022;2
THY;5.07.2022;KSY;Kars;ESB;DLM;14:15;21:15;Aynı Gün;7s;1.066;83;16.02.2022;2
THY;5.07.2022;KSY;Kars;Direkt;SAW;14:25;16:25;Aynı Gün;2s;606;99;16.02.2022;1
THY;5.07.2022;KSY;Kars;SAW;KYA;14:25;20:15;Aynı Gün;5s 50d;1.066;83;16.02.2022;2
THY;5.07.2022;AYT;Antalya;IST;ADB;03:30;08:05;Aynı Gün;4s 35d;789;98;16.02.2022;2
THY;5.07.2022;KSY;Kars;ESB;TZX;14:15;20:30;Aynı Gün;6s 15d;1.066;83;16.02.2022;2
THY;5.07.2022;KSY;Kars;SAW IST;NAV;14:25;07:55;Sonraki gün;17s 30d;1.182;82;16.02.2022;25
THY;5.08.2022;KSY;Kars;ESB;AYT;14:10;22:55;Aynı Gün;8s 45d;1.066;83;16.02.2022;2
THY;5.08.2022;KSY;Kars;ESB;GZT;14:10;01:05;Sonraki gün;10s 55d;1.066;83;16.02.2022;2
THY;5.08.2022;KSY;Kars;ESB;DLM;14:10;22:05;Aynı Gün;7s 55d;1.066;83;16.02.2022;2
THY;5.08.2022;KSY;Kars;Direkt;IST;15:15;17:30;Aynı Gün;2s 15d;606;99;16.02.2022;1
THY;5.08.2022;KSY;Kars;IST;KYA;15:15;19:50;Aynı Gün;4s 35d;1.159;81;16.02.2022;2
THY;5.08.2022;KSY;Kars;ESB;ADB;14:10;21:15;Aynı Gün;7s 5d;1.066;83;16.02.2022;2
THY;5.08.2022;KSY;Kars;ESB;TZX;14:10;21:15;Aynı Gün;7s 5d;1.066;83;16.02.2022;2
THY;5.08.2022;KSY;Kars;IST;NAV;15:15;20:00;Aynı Gün;4s 45d;1.159;81;16.02.2022;2
